Date received,Tag,Consumer Claim,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
05/23/2012,Bank account or service,,,"SANTANDER BANK, NATIONAL ASSOCIATION",PA,18018,,,Referral,07/24/2012,Closed,Yes,No,38974
09/07/2014,Consumer Loan,,,GRYPHON CORP.,AZ,85259,,,Web,10/10/2014,Closed with explanation,Yes,No,1017669
07/08/2016,Credit reporting,,,"EQUIFAX, INC.",MS,394XX,,Consent not provided,Web,07/11/2016,Closed with explanation,Yes,Yes,2002532
06/22/2017,Student loan,,,ACS Education Services,OR,97333,Servicemember,Consent not provided,Web,06/22/2017,Closed with explanation,Yes,,2556703
04/06/2017,Credit card,"XXXX last year, I disputed XXXX Capital One accounts that were appearing on my credit report because I did not recognize them, and I had not received statements from Capital One pertaining to those accounts, and it had been a while since I used a card issued by Capital One. After receipt of my dispute, Capital One 's senior customer service forwarded me a copy of the statements, and they confirmed that most of them were sent to my previous address where I had not lived for quite sometime. Upon receipt of the statements, I was able to confirm that the accounts in fact were mine. Between not using the accounts for a time and seeing several other previously sold/transferred Capital One accounts appearing on my credit report, I was confused as to which was which. During the time I was disputing these accounts, Capital One continued to report the accounts as delinquent to the XXXX CRAs, including a 90 day late which subsequently caused my credit score to tumble by approximately XXXX points. During this time, I will also point out I was not receiving statements and had no way to access my accounts. I was under the distinct impression that under federal regulations, including the FCRA and FDCPA, issuers are not to report a disputed account as delinquent during the dispute process, can not charge late fees or interest on the disputed amount ( but can retroactively apply interest should a determination be made that is not in the cardholder 's favor ), and once the investigation is completed, a cardholder must be informed of that decision and given a reasonable opportunity to make payment if the ensuing determination is not in his/her favor. 
In a response sent to me from Capital One, sufficient proof was provided to validate the accounts. However, the letter I received indicated a notation would be sent to each credit bureau indicating I was continuing to dispute the accounts, which I was not. However, before I could notify Capital One of this, information was sent to the CRAs stating the dispute was nevertheless solved. Once I received verification that these accounts were legitimately mine, I fulfilled my contractual obligations and paid XXXX account off in full, and paid 85 % of the balance on the other account. After paying both accounts, I searched for and successfully located the corresponding cards to these accounts. When I located them, they had not yet been activated. As such, I called the XXXX number on the reverse of each card and attempted to activate the accounts. Upon speaking with a representative in an attempt to activate my cards, I was told they could not be activated because there is a fraud restriction on both accounts, and that restriction has been in effect for well over a year. Despite the fact that I have not been able to access the card or take advantage of the product extended to me, I have nevertheless been assessed a yearly "" membership fee. '' Furthermore, I would have assumed that the restriction would have been removed once the accounts were confirmed to be legitimate. Lastly, I would like to point out that I made an overpayment on XXXX of my accounts to provide a cushion in the event I did not satisfy my balance in its entirety.",,CAPITAL ONE FINANCIAL CORPORATION,MD,211XX,,Consent provided,Web,04/06/2017,Closed with non-monetary relief,Yes,No,2424005
06/14/2013,Bank account or service,,,"WASHINGTON FEDERAL, NATIONAL ASSOCIATION",OR,976XX,,,Web,06/17/2013,Closed with explanation,Yes,Yes,432764
03/20/2014,Debt collection,,,"SELECT PORTFOLIO SERVICING, INC.",TX,760XX,,,Web,03/25/2014,Closed with explanation,Yes,No,770157
09/05/2015,Debt collection,"the year of XXXX? I was buying a car from XXXX XXXX XXXX. The cost was {$15.00}. The car was repro. Sold at auction for {$3000.00}. Portland Credit, INC and XXXX XXXX, is garnishing my paycheck. They have taken over {$20.00} from me. I am a father of XXXX children, this is a hardship on my family. If they have taken, over {$20.00}, they should give me a car worth the amount they taken from me. I do not have the car! They keep resubmitting the same paperwork threw the court, and they never show, how much they have taken from me.",Company disputes the facts presented in the complaint,Portland Credit Inc,WA,98056,,Consent provided,Web,09/05/2015,Closed with explanation,Yes,No,1553925
09/20/2016,Bank account or service,,Company believes it acted appropriately as authorized by contract or law,TCF NATIONAL BANK,IL,60614,,Consent not provided,Web,09/20/2016,Closed with explanation,Yes,No,2122002
08/08/2012,Mortgage,,,"CITIBANK, N.A.",GA,30101,,,Referral,08/09/2012,Closed with explanation,Yes,No,131492
03/08/2016,Bank account or service,,,CAPITAL ONE FINANCIAL CORPORATION,CO,810XX,,Consent not provided,Web,03/08/2016,Closed with explanation,Yes,No,1821437
04/14/2016,Credit card,,,AMERICAN EXPRESS COMPANY,MA,01960,,Consent not provided,Web,04/14/2016,Closed with explanation,Yes,No,1879903
02/17/2015,Debt collection,,,CNG FINANCIAL CORPORATION,TX,75287,Servicemember,,Web,02/17/2015,Closed with explanation,Yes,No,1243158
08/18/2016,Bank account or service,,,KEYCORP,NY,142XX,,,Referral,08/22/2016,Closed with explanation,Yes,No,2071579
10/28/2018,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,11413,,Consent not provided,Web,10/28/2018,Closed with explanation,Yes,,3058509
03/16/2019,"Credit reporting, credit repair services, or other personal consumer reports",,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,OK,730XX,,,Web,03/16/2019,Closed with explanation,Yes,,3181858
11/08/2018,"Credit reporting, credit repair services, or other personal consumer reports","I DO NOT AUTHORIZE you to mis-report any mis-information on my credit report..Any information that is NOT PHYSICALLY PROVEN to be COMPLIANT to every and one even each any and or all of the client 's State 's and or the federal reporting laws MUST be DELETED. Since Experian is unable to help me remove this, CFPB please delete the accounts XXXX XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX , XXXX XXXX XXXX XXXX, XXXX XXXX, XXXX XXXX, XXXX XXXX , XXXX XXXX XXXX  XXXX, XXXX XXXX, XXXX XXXX XXXX ( Original Creditor : XXXX XXXX XXXX ) XXXX, XXXX XXXX, Chapter XXXX Bankruptcy XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,797XX,,Consent provided,Web,11/08/2018,Closed with non-monetary relief,Yes,,3069799
11/19/2014,Credit reporting,,,Experian Information Solutions Inc.,WA,990XX,,,Postal mail,11/25/2014,Closed with non-monetary relief,Yes,Yes,1123022
11/25/2015,Mortgage,,,OCWEN LOAN SERVICING LLC,CA,958XX,"Older American, Servicemember",Consent not provided,Web,11/25/2015,Closed with explanation,Yes,No,1672189
08/20/2013,Mortgage,,,"ARVEST BANK GROUP, INC.",CA,92603,,,Referral,09/25/2013,Closed with explanation,Yes,No,499367
09/27/2017,Debt collection,"XXXX bought a 3 year old debt from XXXX XXXX and reaged it as a new debt dated XXXX2017, I have disputed it but the credit bureau said it met the fcra regs.",,AFNI INC.,PA,,Servicemember,Consent provided,Web,09/27/2017,Closed with explanation,Yes,,2685814
05/03/2012,Bank account or service,,,BB&T CORPORATION,AZ,85017,,,Referral,05/16/2012,Closed without relief,Yes,No,70059
11/03/2016,Bank account or service,,,WELLS FARGO & COMPANY,NJ,076XX,,,Referral,11/07/2016,Closed with monetary relief,No,No,2193253
01/27/2017,Consumer Loan,"I have received calls daily from Hyundai/Kia financing. I have never purchased either of those vehicles, nor financed through them. I called them XXXX, to straighten everything out, and was told I would n't receive any more calls. I received a call on XXXX. I feel they are trying to harass to collect a debt, however they are calling the wrong person.",,HYUNDAI CAPITAL AMERICA,FL,322XX,,Consent provided,Web,02/01/2017,Closed,Yes,No,2315614
06/19/2018,"Credit reporting, credit repair services, or other personal consumer reports",I woke up this morning and there is a negative information on my credit report and I dont do business with this company or had a credit line with them .... they are called tally tech and it in the amount of XXXX dollars and I contacted tally and they are not available and I left a voicemail and Im opening up a fraud dispute with them at the moment .... and I also have a loan in the amount of XXXX from neighboorhood credit union that doesnt belong to me and I put that in dispute and havent heard back from Experian or XXXX  someone fix my credit report so I can live a better life Im a victim of fraud,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian Information Solutions Inc.,TX,,,Consent provided,Web,06/19/2018,Closed with non-monetary relief,Yes,,2939887
